Food Name,Category,Calories (per 100g),Carbs (g),Protein (g),Fat (g),Serving Size (g),Meal Time,Dietary Suitability,Ingredients,Description
Ragi Mudde,Lunch,299,26.9,11.3,19.1,100,Morning,Balanced Diet,Ingredients Not Available,Ragi Mudde is a popular dish served as lunch.
Vegetable Salad,Snack,92,19.5,18.0,26.8,300,Evening,Balanced Diet,Ingredients Not Available,Vegetable Salad is a popular dish served as snack.
Masala Tea,Beverage,47,56.1,5.1,11.3,150,Afternoon,Weight Loss,Ingredients Not Available,Masala Tea is a popular dish served as beverage.
Payasam,Dessert,321,51.6,2.3,26.7,300,Morning,Weight Gain,"Rice, Milk, Jaggery, Cardamom, Cashews",Payasam is a popular dish served as dessert.
Egg Dosa,Breakfast,110,50.4,9.6,9.7,150,Evening,Balanced Diet,Ingredients Not Available,Egg Dosa is a popular dish served as breakfast.
Aloo Paratha,Breakfast,162,51.3,12.0,9.8,100,Evening,Balanced Diet,Ingredients Not Available,Aloo Paratha is a popular dish served as breakfast.
Idli,Breakfast,276,13.7,13.6,17.7,150,Morning,Diabetic Friendly,"Rice, Urad Dal, Water, Salt",Idli is a popular dish served as breakfast.
Paneer Butter Masala,Side Dish,170,35.5,12.8,24.0,100,Evening,Balanced Diet,Ingredients Not Available,Paneer Butter Masala is a popular dish served as side dish.
Biryani,Lunch,83,48.8,17.4,23.0,150,Morning,Weight Loss,Ingredients Not Available,Biryani is a popular dish served as lunch.
Idli,Breakfast,262,65.1,13.1,11.7,200,Anytime,Diabetic Friendly,"Rice, Urad Dal, Water, Salt",Idli is a popular dish served as breakfast.
Dosa,Breakfast,356,41.0,19.4,22.1,250,Anytime,Diabetic Friendly,"Rice, Urad Dal, Water, Salt",Dosa is a popular dish served as breakfast.
Egg Dosa,Breakfast,111,68.8,6.3,7.7,200,Afternoon,Weight Gain,Ingredients Not Available,Egg Dosa is a popular dish served as breakfast.
Chicken Curry,Side Dish,109,57.8,12.3,3.1,300,Morning,Weight Gain,Ingredients Not Available,Chicken Curry is a popular dish served as side dish.
Vegetable Kurma,Side Dish,66,47.0,15.5,19.8,100,Morning,Weight Gain,Ingredients Not Available,Vegetable Kurma is a popular dish served as side dish.
Chapati,Lunch,115,61.2,5.6,13.9,300,Anytime,Weight Gain,Ingredients Not Available,Chapati is a popular dish served as lunch.
Vegetable Sandwich,Snack,305,18.0,12.6,15.4,100,Anytime,Diabetic Friendly,Ingredients Not Available,Vegetable Sandwich is a popular dish served as snack.
Vegetable Pulao,Lunch,266,23.0,19.9,19.6,150,Evening,Weight Gain,Ingredients Not Available,Vegetable Pulao is a popular dish served as lunch.
Tamarind Rice,Lunch,116,43.1,16.0,10.6,100,Afternoon,Immunity Boost,Ingredients Not Available,Tamarind Rice is a popular dish served as lunch.
Chapati,Lunch,221,51.5,7.4,20.6,300,Morning,Immunity Boost,Ingredients Not Available,Chapati is a popular dish served as lunch.
Biryani,Lunch,81,59.4,14.5,13.6,200,Evening,Weight Loss,Ingredients Not Available,Biryani is a popular dish served as lunch.
Thengai Sevai,Lunch,337,45.8,6.4,1.5,200,Morning,Weight Loss,Ingredients Not Available,Thengai Sevai is a popular dish served as lunch.
Carrot Halwa,Dessert,101,38.8,2.8,7.0,300,Evening,Weight Loss,Ingredients Not Available,Carrot Halwa is a popular dish served as dessert.
Filter Coffee,Beverage,61,56.1,10.3,13.9,150,Morning,Weight Loss,Ingredients Not Available,Filter Coffee is a popular dish served as beverage.
Pav Bhaji,Snack,351,32.4,17.1,3.0,150,Morning,Weight Loss,Ingredients Not Available,Pav Bhaji is a popular dish served as snack.
Beans Stir Fry,Side Dish,299,14.4,7.7,22.0,300,Morning,Immunity Boost,Ingredients Not Available,Beans Stir Fry is a popular dish served as side dish.
Egg Dosa,Breakfast,141,64.3,19.7,4.8,150,Morning,Weight Loss,Ingredients Not Available,Egg Dosa is a popular dish served as breakfast.
Vegetable Pulao,Lunch,125,15.6,10.2,8.7,200,Evening,Diabetic Friendly,Ingredients Not Available,Vegetable Pulao is a popular dish served as lunch.
Milkshake,Beverage,179,10.5,14.0,17.1,200,Evening,Immunity Boost,Ingredients Not Available,Milkshake is a popular dish served as beverage.
Kuzhambu,Side Dish,166,54.0,8.5,8.0,250,Morning,Weight Gain,"Tamarind, Vegetables, Spices",Kuzhambu is a popular dish served as side dish.
Dal Tadka,Side Dish,197,51.2,14.9,11.9,300,Afternoon,Weight Loss,Ingredients Not Available,Dal Tadka is a popular dish served as side dish.
Idiyappam,Breakfast,364,20.8,18.9,2.2,300,Morning,Weight Loss,Ingredients Not Available,Idiyappam is a popular dish served as breakfast.
Vegetable Kurma,Side Dish,385,18.2,14.2,28.8,100,Evening,Immunity Boost,Ingredients Not Available,Vegetable Kurma is a popular dish served as side dish.
Vegetable Kurma,Side Dish,269,45.5,16.8,0.9,250,Morning,Balanced Diet,Ingredients Not Available,Vegetable Kurma is a popular dish served as side dish.
Idiyappam,Breakfast,377,67.9,13.4,13.6,200,Evening,Diabetic Friendly,Ingredients Not Available,Idiyappam is a popular dish served as breakfast.
Lemon Rice,Lunch,271,24.1,2.5,25.5,250,Afternoon,Weight Loss,Ingredients Not Available,Lemon Rice is a popular dish served as lunch.
Tomato Soup,Soup,377,52.8,5.3,25.1,100,Afternoon,Weight Loss,Ingredients Not Available,Tomato Soup is a popular dish served as soup.
Aloo Paratha,Breakfast,389,64.6,15.1,23.0,200,Morning,Weight Loss,Ingredients Not Available,Aloo Paratha is a popular dish served as breakfast.
Egg Dosa,Breakfast,256,63.0,13.0,7.1,200,Afternoon,Diabetic Friendly,Ingredients Not Available,Egg Dosa is a popular dish served as breakfast.
Kuzhambu,Side Dish,183,20.6,2.4,13.3,150,Morning,Balanced Diet,"Tamarind, Vegetables, Spices",Kuzhambu is a popular dish served as side dish.
Chicken 65,Snack,382,61.1,17.0,12.8,150,Evening,Immunity Boost,Ingredients Not Available,Chicken 65 is a popular dish served as snack.
Keerai Poriyal,Side Dish,272,11.9,7.1,8.2,250,Afternoon,Diabetic Friendly,Ingredients Not Available,Keerai Poriyal is a popular dish served as side dish.
Masala Tea,Beverage,294,44.7,8.8,17.9,300,Afternoon,Weight Loss,Ingredients Not Available,Masala Tea is a popular dish served as beverage.
Vegetable Salad,Snack,367,23.9,5.7,28.2,100,Afternoon,Immunity Boost,Ingredients Not Available,Vegetable Salad is a popular dish served as snack.
Beans Stir Fry,Side Dish,137,47.4,16.1,19.2,100,Evening,Balanced Diet,Ingredients Not Available,Beans Stir Fry is a popular dish served as side dish.
Masala Tea,Beverage,277,55.2,8.7,22.0,300,Evening,Weight Gain,Ingredients Not Available,Masala Tea is a popular dish served as beverage.
Chicken Curry,Side Dish,114,48.6,14.4,28.5,300,Evening,Weight Loss,Ingredients Not Available,Chicken Curry is a popular dish served as side dish.
Vegetable Pulao,Lunch,143,60.7,10.4,26.1,200,Evening,Balanced Diet,Ingredients Not Available,Vegetable Pulao is a popular dish served as lunch.
Milkshake,Beverage,157,17.8,3.1,1.9,200,Evening,Balanced Diet,Ingredients Not Available,Milkshake is a popular dish served as beverage.
Idiyappam,Breakfast,317,15.6,13.3,2.5,150,Afternoon,Immunity Boost,Ingredients Not Available,Idiyappam is a popular dish served as breakfast.
Lemon Rice,Lunch,255,69.4,5.4,11.4,150,Morning,Immunity Boost,Ingredients Not Available,Lemon Rice is a popular dish served as lunch.
Fruits Bowl,Snack,198,35.8,19.6,29.2,150,Morning,Balanced Diet,Ingredients Not Available,Fruits Bowl is a popular dish served as snack.
Rasam,Soup,61,29.7,10.7,9.6,150,Anytime,Weight Loss,"Tamarind, Tomatoes, Spices, Coriander",Rasam is a popular dish served as soup.
Keerai Poriyal,Side Dish,273,28.3,10.7,2.4,150,Morning,Diabetic Friendly,Ingredients Not Available,Keerai Poriyal is a popular dish served as side dish.
Idiyappam,Breakfast,217,26.1,18.5,22.4,200,Afternoon,Weight Gain,Ingredients Not Available,Idiyappam is a popular dish served as breakfast.
Thengai Sevai,Lunch,384,64.7,12.9,12.6,200,Evening,Balanced Diet,Ingredients Not Available,Thengai Sevai is a popular dish served as lunch.
Carrot Halwa,Dessert,255,31.7,18.9,21.8,300,Evening,Balanced Diet,Ingredients Not Available,Carrot Halwa is a popular dish served as dessert.
Banana Chips,Snack,344,44.3,18.8,20.1,200,Afternoon,Weight Loss,Ingredients Not Available,Banana Chips is a popular dish served as snack.
Carrot Halwa,Dessert,332,46.5,11.3,18.9,100,Afternoon,Weight Gain,Ingredients Not Available,Carrot Halwa is a popular dish served as dessert.
Pav Bhaji,Snack,119,43.0,14.7,15.2,150,Afternoon,Weight Gain,Ingredients Not Available,Pav Bhaji is a popular dish served as snack.
Banana Chips,Snack,387,23.3,11.7,2.3,250,Morning,Immunity Boost,Ingredients Not Available,Banana Chips is a popular dish served as snack.
Curd Rice,Lunch,279,23.1,15.7,29.0,250,Afternoon,Weight Gain,Ingredients Not Available,Curd Rice is a popular dish served as lunch.
Dal Tadka,Side Dish,123,23.2,4.0,27.8,100,Evening,Diabetic Friendly,Ingredients Not Available,Dal Tadka is a popular dish served as side dish.
Keerai Poriyal,Side Dish,71,37.4,16.9,14.8,150,Evening,Weight Gain,Ingredients Not Available,Keerai Poriyal is a popular dish served as side dish.
Dal Tadka,Side Dish,101,56.8,10.4,8.4,100,Morning,Balanced Diet,Ingredients Not Available,Dal Tadka is a popular dish served as side dish.
Vadai,Snack,314,56.4,5.5,13.9,150,Morning,Immunity Boost,"Urad Dal, Black Pepper, Curry Leaves, Salt",Vadai is a popular dish served as snack.
Payasam,Dessert,64,32.4,11.5,25.3,300,Anytime,Balanced Diet,"Rice, Milk, Jaggery, Cardamom, Cashews",Payasam is a popular dish served as dessert.
Lemon Rice,Lunch,329,66.8,2.1,10.9,100,Anytime,Balanced Diet,Ingredients Not Available,Lemon Rice is a popular dish served as lunch.
Carrot Halwa,Dessert,184,36.1,3.9,6.2,100,Afternoon,Diabetic Friendly,Ingredients Not Available,Carrot Halwa is a popular dish served as dessert.
Aloo Paratha,Breakfast,391,26.8,16.3,5.5,100,Anytime,Diabetic Friendly,Ingredients Not Available,Aloo Paratha is a popular dish served as breakfast.
Sambar,Side Dish,276,30.9,10.5,15.4,200,Anytime,Weight Gain,"Toor Dal, Tamarind, Vegetables, Spices",Sambar is a popular dish served as side dish.
Banana Chips,Snack,61,31.9,4.8,19.7,250,Evening,Balanced Diet,Ingredients Not Available,Banana Chips is a popular dish served as snack.
Biryani,Lunch,127,34.5,5.8,6.1,250,Anytime,Balanced Diet,Ingredients Not Available,Biryani is a popular dish served as lunch.
Upma,Breakfast,322,14.5,17.4,1.1,150,Anytime,Immunity Boost,"Rava, Vegetables, Curry Leaves, Spices",Upma is a popular dish served as breakfast.
Chapati,Lunch,356,29.1,7.9,22.4,200,Evening,Weight Loss,Ingredients Not Available,Chapati is a popular dish served as lunch.
Ghee Rice,Lunch,349,39.9,4.3,29.6,200,Anytime,Diabetic Friendly,Ingredients Not Available,Ghee Rice is a popular dish served as lunch.
Chapati,Lunch,239,38.7,9.0,12.7,250,Evening,Weight Loss,Ingredients Not Available,Chapati is a popular dish served as lunch.
Pav Bhaji,Snack,188,64.8,2.1,19.4,200,Anytime,Weight Loss,Ingredients Not Available,Pav Bhaji is a popular dish served as snack.
Lemon Rice,Lunch,180,57.4,8.4,18.6,100,Afternoon,Diabetic Friendly,Ingredients Not Available,Lemon Rice is a popular dish served as lunch.
Mint Chutney,Side Dish,86,60.4,10.4,16.3,100,Morning,Diabetic Friendly,Ingredients Not Available,Mint Chutney is a popular dish served as side dish.
Kuzhambu,Side Dish,62,49.1,14.4,26.9,250,Evening,Weight Gain,"Tamarind, Vegetables, Spices",Kuzhambu is a popular dish served as side dish.
Bhindi Fry,Side Dish,200,57.3,12.2,2.5,150,Anytime,Weight Loss,Ingredients Not Available,Bhindi Fry is a popular dish served as side dish.
Biryani,Lunch,87,61.4,20.0,1.3,250,Afternoon,Balanced Diet,Ingredients Not Available,Biryani is a popular dish served as lunch.
Chicken Curry,Side Dish,217,35.7,4.6,13.4,300,Evening,Immunity Boost,Ingredients Not Available,Chicken Curry is a popular dish served as side dish.
Vegetable Sandwich,Snack,112,24.9,3.4,27.5,150,Evening,Diabetic Friendly,Ingredients Not Available,Vegetable Sandwich is a popular dish served as snack.
Dosa,Breakfast,235,66.3,8.8,7.4,100,Morning,Immunity Boost,"Rice, Urad Dal, Water, Salt",Dosa is a popular dish served as breakfast.
Banana Chips,Snack,342,69.1,4.7,6.6,300,Morning,Weight Gain,Ingredients Not Available,Banana Chips is a popular dish served as snack.
Kuzhambu,Side Dish,206,58.4,12.6,5.0,150,Afternoon,Diabetic Friendly,"Tamarind, Vegetables, Spices",Kuzhambu is a popular dish served as side dish.
Coconut Chutney,Side Dish,102,53.0,3.0,9.0,150,Afternoon,Diabetic Friendly,Ingredients Not Available,Coconut Chutney is a popular dish served as side dish.
Vegetable Sandwich,Snack,219,67.8,17.1,21.9,300,Afternoon,Balanced Diet,Ingredients Not Available,Vegetable Sandwich is a popular dish served as snack.
Peanut Ladoo,Snack,190,59.1,14.1,3.3,100,Morning,Diabetic Friendly,Ingredients Not Available,Peanut Ladoo is a popular dish served as snack.
Pumpkin Sambar,Side Dish,168,63.7,3.7,2.1,200,Morning,Diabetic Friendly,Ingredients Not Available,Pumpkin Sambar is a popular dish served as side dish.
Pesarattu,Breakfast,86,40.6,2.2,26.1,200,Evening,Immunity Boost,Ingredients Not Available,Pesarattu is a popular dish served as breakfast.
Vegetable Sandwich,Snack,126,26.5,7.6,17.3,150,Evening,Immunity Boost,Ingredients Not Available,Vegetable Sandwich is a popular dish served as snack.
Lemon Rice,Lunch,337,30.3,2.5,22.8,300,Evening,Diabetic Friendly,Ingredients Not Available,Lemon Rice is a popular dish served as lunch.
Vadai,Snack,346,23.0,16.9,1.0,300,Morning,Immunity Boost,"Urad Dal, Black Pepper, Curry Leaves, Salt",Vadai is a popular dish served as snack.
Lemon Rice,Lunch,359,15.8,14.0,25.0,300,Morning,Diabetic Friendly,Ingredients Not Available,Lemon Rice is a popular dish served as lunch.
Vegetable Pulao,Lunch,113,54.0,4.7,2.0,300,Evening,Diabetic Friendly,Ingredients Not Available,Vegetable Pulao is a popular dish served as lunch.
Ragi Mudde,Lunch,47,61.3,2.6,26.5,250,Anytime,Immunity Boost,Ingredients Not Available,Ragi Mudde is a popular dish served as lunch.
Aloo Paratha,Breakfast,400,57.3,2.4,27.3,300,Afternoon,Weight Gain,Ingredients Not Available,Aloo Paratha is a popular dish served as breakfast.
Keerai Poriyal,Side Dish,197,60.2,18.1,13.6,200,Evening,Weight Loss,Ingredients Not Available,Keerai Poriyal is a popular dish served as side dish.
Parotta,Dinner,244,12.4,11.9,17.7,300,Anytime,Immunity Boost,Ingredients Not Available,Parotta is a popular dish served as dinner.
Vegetable Sandwich,Snack,288,43.2,10.1,1.9,300,Evening,Weight Gain,Ingredients Not Available,Vegetable Sandwich is a popular dish served as snack.
Banana Chips,Snack,177,26.9,5.8,15.7,200,Morning,Immunity Boost,Ingredients Not Available,Banana Chips is a popular dish served as snack.
Dosa,Breakfast,92,62.7,12.6,29.5,100,Morning,Immunity Boost,"Rice, Urad Dal, Water, Salt",Dosa is a popular dish served as breakfast.
Peanut Ladoo,Snack,67,47.7,18.7,15.6,150,Evening,Weight Loss,Ingredients Not Available,Peanut Ladoo is a popular dish served as snack.
Ragi Mudde,Lunch,245,12.1,6.7,9.5,300,Afternoon,Weight Gain,Ingredients Not Available,Ragi Mudde is a popular dish served as lunch.
Vegetable Pulao,Lunch,266,54.5,10.9,7.8,150,Afternoon,Weight Loss,Ingredients Not Available,Vegetable Pulao is a popular dish served as lunch.
Fruits Bowl,Snack,142,14.6,14.0,14.0,150,Afternoon,Balanced Diet,Ingredients Not Available,Fruits Bowl is a popular dish served as snack.
Fruits Bowl,Snack,99,69.6,11.5,5.6,100,Afternoon,Weight Gain,Ingredients Not Available,Fruits Bowl is a popular dish served as snack.
Fruits Bowl,Snack,275,13.1,2.4,18.9,150,Morning,Weight Gain,Ingredients Not Available,Fruits Bowl is a popular dish served as snack.
Payasam,Dessert,284,59.8,15.5,7.8,200,Evening,Balanced Diet,"Rice, Milk, Jaggery, Cardamom, Cashews",Payasam is a popular dish served as dessert.
Paneer Butter Masala,Side Dish,312,27.3,17.5,15.0,300,Afternoon,Diabetic Friendly,Ingredients Not Available,Paneer Butter Masala is a popular dish served as side dish.
Payasam,Dessert,85,50.9,5.6,26.0,300,Evening,Weight Loss,"Rice, Milk, Jaggery, Cardamom, Cashews",Payasam is a popular dish served as dessert.
Sambar,Side Dish,337,20.1,15.8,15.0,200,Evening,Immunity Boost,"Toor Dal, Tamarind, Vegetables, Spices",Sambar is a popular dish served as side dish.
Masala Tea,Beverage,214,31.1,3.5,29.5,100,Anytime,Diabetic Friendly,Ingredients Not Available,Masala Tea is a popular dish served as beverage.
Thengai Sevai,Lunch,193,61.7,17.1,2.4,300,Anytime,Immunity Boost,Ingredients Not Available,Thengai Sevai is a popular dish served as lunch.
Biryani,Lunch,271,68.1,12.1,0.6,100,Anytime,Immunity Boost,Ingredients Not Available,Biryani is a popular dish served as lunch.
Biryani,Lunch,315,36.2,15.7,1.8,300,Morning,Weight Gain,Ingredients Not Available,Biryani is a popular dish served as lunch.
Ragi Mudde,Lunch,56,53.1,3.6,9.9,250,Evening,Immunity Boost,Ingredients Not Available,Ragi Mudde is a popular dish served as lunch.
Pav Bhaji,Snack,158,51.2,12.2,11.0,250,Morning,Weight Gain,Ingredients Not Available,Pav Bhaji is a popular dish served as snack.
Vegetable Salad,Snack,42,49.7,7.2,21.9,100,Evening,Balanced Diet,Ingredients Not Available,Vegetable Salad is a popular dish served as snack.
Dal Tadka,Side Dish,85,15.4,6.2,16.9,250,Morning,Weight Gain,Ingredients Not Available,Dal Tadka is a popular dish served as side dish.
Keerai Poriyal,Side Dish,326,26.0,3.5,7.9,100,Evening,Diabetic Friendly,Ingredients Not Available,Keerai Poriyal is a popular dish served as side dish.
Bhindi Fry,Side Dish,364,60.5,12.6,25.9,150,Afternoon,Weight Gain,Ingredients Not Available,Bhindi Fry is a popular dish served as side dish.
Biryani,Lunch,287,42.1,16.0,28.6,100,Afternoon,Diabetic Friendly,Ingredients Not Available,Biryani is a popular dish served as lunch.
Rasam,Soup,126,51.9,19.1,22.7,300,Afternoon,Weight Loss,"Tamarind, Tomatoes, Spices, Coriander",Rasam is a popular dish served as soup.
Carrot Halwa,Dessert,308,35.9,19.8,8.6,300,Morning,Balanced Diet,Ingredients Not Available,Carrot Halwa is a popular dish served as dessert.
Egg Curry,Side Dish,134,55.1,10.0,3.5,250,Morning,Weight Loss,Ingredients Not Available,Egg Curry is a popular dish served as side dish.
Tomato Soup,Soup,271,35.3,7.8,17.8,100,Morning,Weight Loss,Ingredients Not Available,Tomato Soup is a popular dish served as soup.
Filter Coffee,Beverage,204,54.4,12.4,29.3,250,Evening,Weight Gain,Ingredients Not Available,Filter Coffee is a popular dish served as beverage.
